0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,39,39,36,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,38,0,0,0
0,0,0,0,0,0,0,0,0,36,36,41,0,0,41,0,36,41,39,0
0,0,0,0,0,0,0,0,0,41,0,36,0,0,40,0,41,0,0,0
0,0,0,0,36,36,41,0,0,36,0,37,0,0,38,0,39,39,0,0
0,0,0,0,37,0,38,0,0,38,0,37,0,0,37,0,39,0,0,0
40,38,41,0,36,0,38,0,0,39,0,38,0,0,38,0,36,41,40,0
0,0,41,0,38,0,39,0,0,37,0,36,0,0,40,0,36,0,0,0
0,0,39,39,41,0,39,0,0,37,0,40,0,0,36,0,41,40,0,0
0,0,0,0,0,0,41,0,0,39,0,39,0,0,37,0,36,0,0,0
0,0,0,0,0,0,41,41,38,36,0,38,0,0,40,0,39,40,37,0
0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,41,0,0,0
99,0,0,0,0,0,0,0,0,0,0,36,41,40,38,0,38,40,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,39,37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
